"d1","d2","d3","s3"
-0.00329080095634248,0.00423943525903281,0.0071533971498416,-0.00928604754020795
0.0117807581279984,-0.000649410348468717,0.00506828345484709,-0.00954435759984967
-0.0192112698936495,-0.00284320293816478,0.00160639991217529,-0.00996594737353035
0.0175017630293674,-0.00132357773628703,-0.0016755412280741,-0.0104301823027534
-0.00635043319719277,-0.000369859263071564,-0.00413572208841154,-0.0107959169794093
-0.00737719201381383,-0.000973953913939477,-0.00503695468771104,-0.0109257429209827
0.0178770188663212,-0.000620007461794838,-0.00470350024711653,-0.0107150181445768
-0.0206177026943688,0.00287260901056651,-0.00413041725107135,-0.0100842646404914
0.00840120518602874,0.00402861821250404,-0.00308014145342205,-0.00899418038171038
0.0193655700450749,-0.00211887750133833,-0.00195163942712437,-0.0075056121025324
-0.0436086776011094,-0.00461357853721442,-0.000257886272475973,-0.00575035211278861
0.041982024423409,0.00153493117605049,0.00264298493009099,-0.00387441677097043
-0.0199240260447844,0.000863775232798184,0.00550195468175896,-0.00202958516025831
0.00379568168595658,-0.00651085387897567,0.0073824883792271,-0.000326286846194976
-0.000452249923565337,-0.00066040053450139,0.0067962958371752,0.00115131134034134
-0.00860372725770584,0.0135423233385091,0.00285958568913333,0.00230830702418581
0.0231707960116158,0.00980475675874179,-0.00276489152835902,0.00306369784380162
-0.0191350935315728,-0.00950714445206959,-0.00778633598869503,0.0033908366023741
0.000425563298786478,-0.0146570016152718,-0.00962883378688633,0.00330750003280326
0.00322724353715135,-0.00212367876792318,-0.00698605907542763,0.00285970022706465
0.00949730669233915,0.00356815767982505,-0.00122781431447779,0.00211154197298969
-0.0126635696384896,0.00175233479709246,0.00492130643549929,0.00108184409343929
-0.00219018293625747,0.00852581524973312,0.00865496886243066,-0.000219659776825295
0.0108183676408016,0.0104211568591916,0.00859184716271614,-0.00173272379662639
0.00656477134091229,-0.00708360703170848,0.00526830389791772,-0.00337084897095682
-0.0255549029328791,-0.0168375362733624,0.000540364751971801,-0.00503974284491985
0.0159544427069598,0.000336918581949521,-0.00375902229772769,-0.0066538864211549
0.00177692131435236,0.013806398126364,-0.00668778273788485,-0.00817801904340806
0.0040840672884463,0.00237501778279848,-0.00763952455003373,-0.00963569730424317
-0.0186013714678902,-0.00744695347256607,-0.00665945086537616,-0.0110082964209512
0.0136335156614751,4.48309497631303e-05,-0.00384670328866847,-0.0122329335759674
-0.000117184728096593,0.00183367249248681,0.000746575055826515,-0.0132767170188712
0.00635399072685055,-0.0076895506194002,0.00567155862298796,-0.0141047397788751
-0.0268317824411559,-0.00422986322082073,0.00931574758190485,-0.0146886704594196
0.0304294798364705,0.0115509924413739,0.0102466523769939,-0.0150177981732325
-0.013780628416628,0.0134811148193102,0.00740060430272653,-0.0150052455758942
-0.00114341099430546,-0.00275972981657229,0.00196321109470021,-0.014454954536977
0.0111759399833736,-0.0163538717200658,-0.00419328801167472,-0.0132309188174773
-0.016426345810866,-0.00913447933895738,-0.00921279125544684,-0.0113149669931985
0.00103455119269307,0.0113854142822463,-0.0112361332710539,-0.00871920599203475
0.0243565594875127,0.0147327659972134,-0.0101299165254506,-0.00554503937986456
-0.0278940107090996,-0.0054950986709014,-0.00637084480023853,-0.00194536923768318
0.0170218711080685,-0.0163222387046597,-0.000905193303801073,0.00194815499700187
-0.0194437687733517,-0.00280039966067192,0.00453394007619395,0.00588790565262142
0.0282025301585537,0.0115317863246021,0.00869494438047164,0.0094710985728863
-0.0263330081576471,0.0102337012370582,0.0102169599948682,0.0123736480804315
0.0168572914230417,-0.00116180924667372,0.00849479204558829,0.0144266615065332
-0.00163815098152575,-0.0104820289157782,0.00439064262600189,0.0155136786354412
-0.0139346928984277,-0.0039440110738082,-0.000798050127784561,0.0156495059238424
0.0095148090295002,0.0104780688550665,-0.00479062020747315,0.0149220532448017
0.0101616411826375,0.00436728335339769,-0.00578185548344314,0.0133903222205451
-0.00632899090959286,-0.0133962950354032,-0.0039993123601898,0.0112614422376278
-0.028772928991044,-0.00831624250004229,-0.000490898804018051,0.00892403965978117
0.0522634067613043,0.00797192626523868,0.00243606553935114,0.00669513013126515
-0.0360939699180776,0.00888572068861436,0.00255119844715354,0.00475708184877281
0.000859497199990837,0.00615394467459526,0.000218769761518266,0.00325846188085166
0.0169297478766637,0.0040866703563411,-0.00309157679353773,0.00225090394208695
-0.00444393234606658,-0.0102997080249264,-0.00521992536184065,0.00175033787016937
-0.0132805897182503,-0.0194737138323535,-0.00422776248083197,0.00181634824640669
0.0117237013020047,-0.00391086722982948,-0.000958426882056697,0.00236801948227901
-0.00351497121316491,0.0170638345876011,0.00248414182387122,0.00314806670683619
0.00144377968345204,0.0191886906728887,0.0042472157886425,0.00393867424194271
0.000116431002257295,0.00183090336928058,0.00333392721873016,0.00461806178268111
0.00431575054764644,-0.0182008583757378,0.000935984329901727,0.00508533937845864
-0.0111687147522067,-0.0168874045983352,-0.000832323286665205,0.00528679038124011
-0.000184414949209272,0.00652068090034504,-0.000796610820649452,0.00518035244603764
0.0159857117637527,0.0174969211163272,0.00079416110599826,0.00469688103788805
-0.00646868161378311,0.000233050088601987,0.00259617950621853,0.00387254453924822
-0.0109901295537951,-0.0122871796399042,0.00298933070418143,0.00289414473874954
0.0063113626399581,0.000921028238652548,0.0014340295463973,0.00194691045737089
0.00301030445426979,0.0113777220350136,-0.000980851486992142,0.001149122771928
0.00970860553958448,-0.000595143965329648,-0.00303833686819909,0.000607720689833589
-0.0278260859155579,-0.0116918083784052,-0.00371568811706085,0.000414279991247329
0.026375965612422,-0.00492154131612327,-0.00273436417159554,0.000628849273984792
-0.0123155398315985,0.00624476344340897,-0.00135082536576433,0.00128954240864171
-0.000674753727698996,0.00847387684630083,-0.000380759886434927,0.00235161596383562
0.00970121032765061,0.00182102331263199,-0.000169848635202935,0.00364529130072802
